Week,Match Title,Match Date,Team,Player,Position,Injury,Practice Status,Game Status
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Terron Armstead,T,"Knee, Quadricep",Limited Participation in Practice,Questionable
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Chris Brooks,RB,Knee,Limited Participation in Practice,Questionable
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Elijah Campbell,S,,Full Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Bradley Chubb,LB,,Full Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Chase Claypool,WR,,Full Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Lester Cotton,G,Illness,Limited Participation in Practice,Questionable
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Blake Ferguson,LS,,Limited Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Tyreek Hill,WR,,Limited Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Jevon Holland,S,"Knee, Knee",Limited Participation in Practice,Questionable
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Robert Hunt,G,,Limited Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Alec Ingold,FB,,Full Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Robert Jones,G,Knee,Limited Participation in Practice,Questionable
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Kader Kohou,CB,,Limited Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Kendall Lamm,T,Back,Limited Participation in Practice,Questionable
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Raheem Mostert,RB,,Limited Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Durham Smythe,TE,,Limited Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Tua Tagovailoa,QB,,Full Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Dolphins,Connor Williams,C,,Full Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Commanders,Alex Armah,FB,,Full Participation in Practice,
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Commanders,Emmanuel Forbes,CB,Elbow,Did Not Participate In Practice,Out
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Commanders,Tyler Larsen,C,Knee,Limited Participation in Practice,Questionable
Week 13,Dolphins vs Commanders,"SUNDAY, DECEMBER 3RD",Commanders,James Smith-Williams,DE,Hamstring,Did Not Participate In Practice,Out
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Chidobe Awuzie,CB,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Jake Browning,QB,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Akeem Davis-Gaither,LB,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Trey Hendrickson,DE,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Tee Higgins,WR,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,B.J. Hill,DT,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Sam Hubbard,DE,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Tanner Hudson,TE,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Drew Sample,TE,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,D'Ante Smith,T,Knee,Limited Participation in Practice,Questionable
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Cam Taylor-Britt,CB,"Quadricep, Ankle",Did Not Participate In Practice,Out
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Jay Tufele,DT,Illness,Did Not Participate In Practice,Questionable
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Bengals,Logan Wilson,LB,,Full Participation in Practice,
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Jaguars,Tyson Campbell,CB,Hamstring,Limited Participation in Practice,Questionable
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Jaguars,Travis Etienne,RB,Ribs,Limited Participation in Practice,Questionable
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Jaguars,Luke Farrell,TE,Toe,Limited Participation in Practice,Questionable
Week 13,Bengals vs Jaguars,"MONDAY, DECEMBER 4TH",Jaguars,Brenton Strange,TE,Foot,Did Not Participate In Practice,Questionable
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Christian Barmore,DT,Shoulder,Limited Participation in Practice,Questionable
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Chris Board,LB,,Limited Participation in Practice,
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Kayshon Boutte,WR,Shoulder,Limited Participation in Practice,Out
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Trent Brown,T,"Ankle, Hand",Limited Participation in Practice,Questionable
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Demario Douglas,WR,Concussion,Did Not Participate In Practice,Out
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Ezekiel Elliott,RB,,Limited Participation in Practice,
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,DeVante Parker,WR,Knee,Limited Participation in Practice,Questionable
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Riley Reiff,T,Knee,Limited Participation in Practice,Out
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,JuJu Smith-Schuster,WR,Ankle,Limited Participation in Practice,Questionable
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Sidy Sow,T,,Limited Participation in Practice,
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Rhamondre Stevenson,RB,Ankle,Did Not Participate In Practice,Out
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Shaun Wade,CB,Illness,Limited Participation in Practice,Out
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Patriots,Deatrich Wise,DE,,Did Not Participate In Practice,
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Montravius Adams,DT,,Full Participation in Practice,
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Keeanu Benton,DT,,Limited Participation in Practice,
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Mason Cole,C,Neck,Limited Participation in Practice,Questionable
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Minkah Fitzpatrick,S,,Full Participation in Practice,
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Najee Harris,RB,Knee,Did Not Participate In Practice,Questionable
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Cameron Heyward,DT,,Limited Participation in Practice,
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Patrick Peterson,CB,,Did Not Participate In Practice,
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Kenny Pickett,QB,Ankle,Did Not Participate In Practice,Out
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,James Pierre,CB,Shoulder,Did Not Participate In Practice,Out
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Elandon Roberts,LB,Groin,Limited Participation in Practice,Questionable
Week 14,Patriots vs Steelers,"THURSDAY, DECEMBER 7TH",Steelers,Isaac Seumalo,G,Shoulder,Did Not Participate In Practice,Questionable
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Rams,Brian Allen,C,,Did Not Participate In Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Rams,Aaron Donald,DT,,Did Not Participate In Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Rams,Rob Havenstein,T,,Full Participation in Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Rams,Tyler Higbee,TE,Neck,Did Not Participate In Practice,Doubtful
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Rams,Michael Hoecht,LB,Knee,Limited Participation in Practice,Questionable
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Rams,Quentin Lake,S,Hamstring,Limited Participation in Practice,Questionable
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Rams,Larrell Murchison,DT,,Full Participation in Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Rams,Puka Nacua,WR,,Full Participation in Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Rams,Byron Young,LB,Knee,Limited Participation in Practice,Questionable
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Ravens,Rashod Bateman,WR,,Full Participation in Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Ravens,Odell Beckham Jr.,WR,,Did Not Participate In Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Ravens,Malik Hamm,LB,Ankle,Full Participation in Practice,Questionable
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Ravens,Malik Harrison,LB,Groin,Limited Participation in Practice,Questionable
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Ravens,Marlon Humphrey,CB,,Full Participation in Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Ravens,Lamar Jackson,QB,,Full Participation in Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Ravens,Justin Madubuike,DT,,Full Participation in Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Ravens,Trenton Simpson,LB,,Full Participation in Practice,
Week 14,Rams vs Ravens,"SUNDAY, DECEMBER 10TH",Ravens,Damarion Williams,CB,Ankle,Full Participation in Practice,Questionable
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Denico Autry,DE,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Aaron Brewer,G,,Limited Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Daniel Brunskill,G,,Limited Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Terrell Edmunds,S,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Kristian Fulton,CB,Hamstring,Did Not Participate In Practice,Out
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Luke Gifford,LB,,Limited Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Derrick Henry,RB,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,DeAndre Hopkins,WR,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Joe Jones,LB,,Did Not Participate In Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Anthony Kendall,CB,,Limited Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Will Levis,QB,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,TK McLendon Jr.,DE,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Jeffery Simmons,DT,Knee,Did Not Participate In Practice,Out
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Ryan Stonehouse,P,,Did Not Participate In Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Teair Tart,DT,Not injury related - personal matter,Limited Participation in Practice,Questionable
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Trevon Wesco,TE,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Titans,Josh Whyle,TE,Knee,Did Not Participate In Practice,Out
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,De'Von Achane,RB,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Terron Armstead,T,"Knee, Ankle",Limited Participation in Practice,Questionable
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Jerome Baker,LB,,Did Not Participate In Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Chris Brooks,RB,Knee,Limited Participation in Practice,Questionable
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Tyreek Hill,WR,,Limited Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Jevon Holland,S,"Knee, Knee",Limited Participation in Practice,Questionable
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Robert Hunt,G,Hamstring,Did Not Participate In Practice,Out
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Alec Ingold,FB,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Robert Jones,G,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Kendall Lamm,T,,Full Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Raheem Mostert,RB,,Limited Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Durham Smythe,TE,,Limited Participation in Practice,
Week 14,Titans vs Dolphins,"MONDAY, DECEMBER 11TH",Dolphins,Christian Wilkins,DE,,Full Participation in Practice,
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Keenan Allen,WR,Heel,Did Not Participate In Practice,Out
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Gerald Everett,TE,,Full Participation in Practice,
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Justin Herbert,QB,,Did Not Participate In Practice,
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Justin Hollins,LB,,Full Participation in Practice,
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Zion Johnson,G,,Full Participation in Practice,
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Sebastian Joseph-Day,DT,,Full Participation in Practice,
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Deane Leonard,CB,"Ankle, Heel",Did Not Participate In Practice,Out
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,"Kenneth Murray, Jr.",LB,,Full Participation in Practice,
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Amen Ogbongbemiga,LB,Hamstring,Limited Participation in Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Otito Ogbonnia,DT,Knee,Full Participation in Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Josh Palmer,WR,,Full Participation in Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Donald Parham,TE,Shoulder,Limited Participation in Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Chargers,Nick Williams,DT,Shoulder,Limited Participation in Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Davante Adams,WR,Illness,Did Not Participate In Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Curtis Bolton,LB,,Full Participation in Practice,
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Adam Butler,DT,Ankle,Limited Participation in Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Maxx Crosby,DE,Knee,Limited Participation in Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Brandon Facyson,CB,Shin,Full Participation in Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Josh Jacobs,RB,Quadricep,Did Not Participate In Practice,Questionable
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Andre James,C,Ankle,Did Not Participate In Practice,Out
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Kana'i Mauga,LB,,Did Not Participate In Practice,
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Kolton Miller,T,Shoulder,Did Not Participate In Practice,Out
Week 15,Chargers vs Raiders,"THURSDAY, DECEMBER 14TH",Raiders,Amik Robertson,CB,,Limited Participation in Practice,
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Vikings,Ed Ingram,G,,Full Participation in Practice,
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Vikings,Justin Jefferson,WR,Chest,Full Participation in Practice,Questionable
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Vikings,Alexander Mattison,RB,Ankle,Did Not Participate In Practice,Out
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Vikings,Jalen Nailor,WR,Concussion,Did Not Participate In Practice,Out
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Vikings,Brian O'Neill,T,Ankle,Did Not Participate In Practice,Out
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Vikings,Chris Reed,G,Illness,Limited Participation in Practice,Questionable
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Vikings,Dalton Risner,G,,Full Participation in Practice,
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Bengals,Chidobe Awuzie,CB,,Full Participation in Practice,
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Bengals,Joe Bachie,LB,Oblique,Limited Participation in Practice,Questionable
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Bengals,Tyler Boyd,WR,,Full Participation in Practice,
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Bengals,Jake Browning,QB,,Full Participation in Practice,
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Bengals,Jackson Carman,T,Illness,,Questionable
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Bengals,Ja'Marr Chase,WR,,Full Participation in Practice,
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Bengals,Drew Sample,TE,Illness,,Questionable
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Bengals,DJ Turner II,CB,,Full Participation in Practice,
Week 15,Vikings vs Bengals,"SATURDAY, DECEMBER 16TH",Bengals,Mitchell Wilcox,TE,,Full Participation in Practice,
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Zaire Barnes,LB,Hamstring,,Out
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Nick Bawden,FB,Knee,Full Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Mekhi Becton,T,,Full Participation in Practice,
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Jason Brownlee,WR,Ankle,Did Not Participate In Practice,Out
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,John Franklin-Myers,DE,Ankle,Full Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Breece Hall,RB,,Full Participation in Practice,
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Will McDonald IV,DE,Knee,Did Not Participate In Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Max Mitchell,T,Neck,Limited Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Aaron Rodgers,QB,Achilles,Limited Participation in Practice,Out
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Solomon Thomas,DT,,Full Participation in Practice,
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Joe Tippmann,C,Shoulder,Full Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Carter Warren,T,Hip,Did Not Participate In Practice,Doubtful
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Quincy Williams,LB,,Full Participation in Practice,
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Jets,Zach Wilson,QB,,Full Participation in Practice,
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,De'Von Achane,RB,Toe,Limited Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Terron Armstead,T,"Knee, Ankle",Limited Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Chris Brooks,RB,Knee,Limited Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Liam Eichenberg,G,Calf,Limited Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,DeShon Elliott,S,Concussion,Did Not Participate In Practice,Out
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Tyreek Hill,WR,Ankle,Did Not Participate In Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Jevon Holland,S,"Knee, Knee",Limited Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Xavien Howard,CB,Hip,Limited Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Robert Hunt,G,Hamstring,Did Not Participate In Practice,Out
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Austin Jackson,T,Oblique,Limited Participation in Practice,Questionable
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Raheem Mostert,RB,,Limited Participation in Practice,
Week 15,Jets vs Dolphins,"SUNDAY, DECEMBER 17TH",Dolphins,Andrew Van Ginkel,LB,Oblique,Limited Participation in Practice,Questionable
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Eagles,Reed Blankenship,S,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Eagles,Zach Cunningham,LB,Knee,Did Not Participate In Practice,Out
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Eagles,Jalen Hurts,QB,,Did Not Participate In Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Eagles,Cam Jurgens,G,Pectoral,Did Not Participate In Practice,Out
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Eagles,Darius Slay,CB,Knee,Did Not Participate In Practice,Out
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Eagles,Josh Sweat,DE,,Did Not Participate In Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Jamal Adams,S,Knee,Did Not Participate In Practice,Questionable
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Nick Bellore,LB,Knee,Did Not Participate In Practice,Questionable
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Anthony Bradford,G,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Jordyn Brooks,LB,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Evan Brown,C,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Tre Brown,CB,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Artie Burns,CB,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,D'Wayne Eskridge,WR,Ribs,Did Not Participate In Practice,Questionable
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Abraham Lucas,T,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Jason Peters,T,,Did Not Participate In Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Jarran Reed,DT,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Geno Smith,QB,Groin,Limited Participation in Practice,Questionable
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Darrell Taylor,LB,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Leonard Williams,DT,,Full Participation in Practice,
Week 15,Eagles vs Seahawks,"MONDAY, DECEMBER 18TH",Seahawks,Devon Witherspoon,CB,Hip,Did Not Participate In Practice,Questionable
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Saints,Isaiah Foskey,DE,Quadricep,Did Not Participate In Practice,Out
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Saints,Carl Granderson,DE,,Full Participation in Practice,
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Saints,Lonnie Johnson,CB,Knee,Did Not Participate In Practice,Out
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Saints,Cameron Jordan,DE,,Limited Participation in Practice,
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Saints,Kendre Miller,RB,Ankle,Limited Participation in Practice,Questionable
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Saints,Chris Olave,WR,,Full Participation in Practice,
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Saints,Ryan Ramczyk,T,Knee,Did Not Participate In Practice,Out
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Saints,Payton Turner,DE,Toe,Limited Participation in Practice,Out
Week 16,Saints vs Rams,"THURSDAY, DECEMBER 21ST",Rams,Tutu Atwell,WR,,Full Participation in Practice,
